nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
51,51,SIG,50460,"[-74.2518515311434, 40.5028053130546]","[-74.25183, 40.5027749999998]",12.5625709990075
129,129,SIG,50266,"[-74.2469026490975, 40.509045260747]","[-74.246901, 40.5090439999998]",0.64904775030046
193,193,SIG,50274,"[-74.2437414323526, 40.5099915977831]","[-74.24374, 40.5099929999998]",0.64777861141558
236,236,SIG,50474,"[-74.2416382799697, 40.5048316254524]","[-74.241639, 40.5048309999998]",0.30334345522818
285,285,SIG,50582,"[-74.2405429651239, 40.5177010753486]","[-74.240542, 40.5177009999999]",0.269742569034307
291,291,SIG,50573,"[-74.2394594851095, 40.5212794166166]","[-74.239458, 40.5212799999998]",0.464388439439197
316,316,SIG,50414,"[-74.2381766668458, 40.5055269347972]","[-74.238182, 40.5055269999998]",1.48328527966061
323,323,SIG,50622,"[-74.2348956380553, 40.5061880847417]","[-74.234897, 40.5061819999999]",2.24893074264367
354,354,SIG,50723,"[-74.2366676377319, 40.513874684174]","[-74.236672, 40.5138489999999]",9.43562146452103
372,372,SIG,50479,"[-74.235113111333, 40.5209171842395]","[-74.235112, 40.5209189999998]",0.730124267324223
386,386,SIG,50562,"[-74.2330619797621, 40.5067561239275]","[-74.233062, 40.5067569999998]",0.319222728100491
417,417,SIG,50268,"[-74.2328221452972, 40.5163365617589]","[-74.232823, 40.5163369999999]",0.286299040602349
447,447,SIG,50591,"[-74.239265632125, 40.5253863347791]","[-74.239264, 40.5253869999998]",0.514410526929688
449,63966,SIG,50576,"[-74.239371772632, 40.5282236066398]","[-74.239371, 40.5282249999998]",0.551203912258014
481,482,SIG,50652,"[-74.2373945352767, 40.5383521723418]","[-74.237402, 40.5383769999998]",9.28021926219064
491,492,SIG,50530,"[-74.2347914983227, 40.5241833308759]","[-74.234792, 40.5241829999998]",0.184347030209724
538,538,SIG,50316,"[-74.2300641716748, 40.5077526773288]","[-74.230056, 40.5077289999998]",8.92047589564448
550,550,SIG,50426,"[-74.2311552577402, 40.510821389881]","[-74.231156, 40.5108199999998]",0.54681472942362
657,657,SIG,50578,"[-74.2180689736634, 40.5096629211357]","[-74.218066, 40.5096649999998]",1.12132712084783
682,682,SIG,50637,"[-74.2167330027016, 40.5223661851321]","[-74.216733, 40.5223739999998]",2.84713755684473
711,711,SIG,50413,"[-74.2104353762913, 40.5117360005511]","[-74.210434, 40.5117359999998]",0.382696886252848
739,739,SIG,50461,"[-74.2062477805436, 40.5144151545881]","[-74.206249, 40.5144139999998]",0.54028802759164
783,783,SIG,50567,"[-74.2027859053269, 40.516623428031]","[-74.202785, 40.5166239999998]",0.32678114917524
851,851,SIG,50320,"[-74.1971359104903, 40.5191260304848]","[-74.197135, 40.5191259999998]",0.253389958292867
860,860,SIG,50538,"[-74.1951900846109, 40.5199987912192]","[-74.195181, 40.5199979999998]",2.54218538661442
863,863,SIG,50587,"[-74.230440115269, 40.5246102300801]","[-74.230441, 40.5246119999998]",0.690141302200814
872,872,SIG,50585,"[-74.2302283790106, 40.5276662299403]","[-74.230214, 40.5276669999999]",4.0071632128739
906,84005,SIG,50584,"[-74.2248854998375, 40.5324051004477]","[-74.224845, 40.5323989999998]",11.4753459413108
950,84005,SIG,50613,"[-74.2230737670967, 40.5321304071123]","[-74.223003, 40.5321669999998]",23.7636498372429
1011,1011,SIG,50457,"[-74.2213156270882, 40.5502530739847]","[-74.221314, 40.5502519999998]",0.597963128018775
1015,1126,SIG,50433,"[-74.220834968952, 40.5490917403181]","[-74.220836, 40.5490919999998]",0.301751832440604
1039,1126,SIG,50412,"[-74.2168269102691, 40.5286472047381]","[-74.216843, 40.5286429999999]",4.72789323297851
1048,1048,SIG,50586,"[-74.217780845184, 40.5314276871367]","[-74.217755, 40.5314489999998]",10.5786899031098
1079,1079,SIG,50444,"[-74.2177998430288, 40.5377494946768]","[-74.217801, 40.5377479999998]",0.632414806632404
1093,1093,SIG,50431,"[-74.2176778578795, 40.5401315465211]","[-74.217679, 40.5401309999998]",0.37472388922708
1097,1097,SIG,50536,"[-74.2192968462197, 40.5450527070018]","[-74.219297, 40.5450519999998]",0.261099438881231
1101,1101,SIG,50626,"[-74.2200821096183, 40.5471382716484]","[-74.22008, 40.5471299999998]",3.07006252869559
1136,1136,SIG,50258,"[-74.2156723043723, 40.5239576290342]","[-74.215674, 40.5239569999999]",0.524160159515586
1142,1142,SIG,50616,"[-74.2140980676006, 40.5240971945658]","[-74.214098, 40.5240969999998]",0.0733340161432137
1146,1146,SIG,50566,"[-74.216486469699, 40.5279256406013]","[-74.216485, 40.5279239999998]",0.724007566237729
1168,9038081,SIG,50419,"[-74.2147509914091, 40.5414053676406]","[-74.214773, 40.5413689999999]",14.5935053700944
1221,1221,SIG,50544,"[-74.2102820197225, 40.5247210678353]","[-74.210281, 40.5247219999998]",0.442382895859668
1224,1224,SIG,50545,"[-74.2096120592463, 40.5252266344313]","[-74.209613, 40.5252279999998]",0.562064133467432
1231,1233,SIG,50572,"[-74.2109971724559, 40.5294546452386]","[-74.210997, 40.5294549999998]",0.137852583947585
1233,1233,SIG,50571,"[-74.2110882214198, 40.530260714589]","[-74.211089, 40.5302619999998]",0.515901091071529
1260,65502,SIG,50595,"[-74.2098877513813, 40.5415539307072]","[-74.209887, 40.5415539999998]",0.210359095151432
1273,1273,SIG,50443,"[-74.2098853011728, 40.5464302114475]","[-74.209885, 40.5464309999998]",0.299233401226118
1284,1284,SIG,50404,"[-74.210782853193, 40.54878590041]","[-74.210784, 40.5487849999998]",0.457368776494997
1334,1334,SIG,50363,"[-74.207973106681, 40.5416710524028]","[-74.207982, 40.5417079999998]",13.6859513673342
1337,1337,SIG,50362,"[-74.2069901812885, 40.5417466809446]","[-74.207006, 40.5417629999998]",7.39448587061786
1357,1358,SIG,50628,"[-74.2054609017442, 40.5255443369633]","[-74.205466, 40.5255389999998]",2.40613555338172
1385,1387,SIG,50296,"[-74.2030931156143, 40.5324836057426]","[-74.203092, 40.5324829999998]",0.380623440411253
1387,1387,SIG,50295,"[-74.2028903293816, 40.5317115616947]","[-74.202892, 40.5317119999998]",0.49108694791977
1389,1389,SIG,50702,"[-74.2049945170086, 40.5364971111326]","[-74.204995, 40.5364999999998]",1.06101040525655
1431,1431,SIG,50271,"[-74.2015266156443, 40.5262652057529]","[-74.201526, 40.5262659999998]",0.336189653573269
1466,1466,SIG,50442,"[-74.2021827629164, 40.5423823301794]","[-74.202183, 40.5423829999998]",0.252771463236913
1502,1502,SIG,50462,"[-74.1991204474984, 40.5467087070518]","[-74.19912, 40.5467079999998]",0.286047297234815
1505,70366,SIG,50374,"[-74.2001279189721, 40.5487598740889]","[-74.200126, 40.5487599999998]",0.535270484282843
1538,1538,SIG,50463,"[-74.1954251890523, 40.5391784735347]","[-74.195424, 40.5391769999998]",0.630419829498164
1551,65533,SIG,50300,"[-74.1973075914197, 40.5432620458344]","[-74.197307, 40.5432609999998]",0.414966471051328
1657,63966,SIG,50588,"[-74.2092612583803, 40.5566777727392]","[-74.209231, 40.5566959999998]",10.7142059421449
1658,63966,SIG,50343,"[-74.206998851952, 40.5575674891355]","[-74.206893, 40.5575829999998]",29.9513414412165
1669,63966,SIG,50579,"[-74.2039844997749, 40.5566174841783]","[-74.203986, 40.5566169999998]",0.452662953077654
1677,1677,SIG,50470,"[-74.2009703918817, 40.5507901395857]","[-74.200971, 40.5507889999998]",0.448255657135318
1708,1708,SIG,50417,"[-74.1994668324809, 40.5571811801722]","[-74.199468, 40.5571819999998]",0.440979148967966
1747,1747,SIG,50384,"[-74.1976948122918, 40.5588870524625]","[-74.197695, 40.5588869999998]",0.0555498498654737
1750,70676,SIG,50574,"[-74.1965627175748, 40.5577726831116]","[-74.196562, 40.5577719999998]",0.318898710667557
1791,3272,SIG,50421,"[-74.1984828907492, 40.587120445432]","[-74.19865, 40.5870769999998]",49.0393178627394
1896,1896,SIG,50313,"[-74.1884683483997, 40.5231276167031]","[-74.188467, 40.5231259999998]",0.698181150538931
1956,1956,SIG,50647,"[-74.1921746488347, 40.5283145943058]","[-74.192157, 40.5283049999999]",6.02409096459627
1962,1962,SIG,50372,"[-74.1939845695051, 40.5308710464226]","[-74.194017, 40.5308379999998]",15.0407744411547
1963,1963,SIG,50649,"[-74.1930197666004, 40.5294969240498]","[-74.192996, 40.5294989999999]",6.65002491342845
1973,1973,SIG,50263,"[-74.1917436878777, 40.531916696039]","[-74.191744, 40.5319179999998]",0.482921615148182
1975,1977,SIG,50299,"[-74.19377169307, 40.535833846017]","[-74.19377, 40.5358339999998]",0.473943748165474
1977,1977,SIG,50293,"[-74.1930090110403, 40.5343260511454]","[-74.19301, 40.5343259999998]",0.275531795140487
2029,2029,SIG,50650,"[-74.1911409812287, 40.5268599828226]","[-74.191142, 40.5268599999999]",0.283288505589272
2088,2088,SIG,50606,"[-74.189298758547, 40.548378302247]","[-74.189262, 40.5483659999998]",11.1555939430748
2097,2097,SIG,50310,"[-74.1860981634925, 40.5239964159612]","[-74.186099, 40.5239979999998]",0.622198422177375
2117,2117,SIG,50713,"[-74.1862980349633, 40.5340941912114]","[-74.1863, 40.5341149999998]",7.60078307064474
2166,2166,SIG,50282,"[-74.1875734748498, 40.550147681028]","[-74.187572, 40.5501479999998]",0.426022686298649
2196,2196,SIG,50661,"[-74.1819594417665, 40.5355487502657]","[-74.181927, 40.5355629999998]",10.4052944445287
2198,2198,SIG,50254,"[-74.1808293114801, 40.5359248857988]","[-74.18083, 40.5359239999998]",0.375198722413468
2230,2293,SIG,50281,"[-74.1812853313825, 40.5469575731844]","[-74.181284, 40.5469569999998]",0.424874539931765
2240,2240,SIG,50410,"[-74.1803109132307, 40.5260890634721]","[-74.18031, 40.5260899999998]",0.425291297341701
2246,2246,SIG,50385,"[-74.1784091458022, 40.5267102215759]","[-74.178409, 40.5267109999998]",0.28647995358642
2323,2323,SIG,50689,"[-74.1747599945975, 40.5267356113689]","[-74.174725, 40.5267449999998]",10.31234461103
2347,2347,SIG,50257,"[-74.1741314482753, 40.5378580851444]","[-74.174132, 40.5378579999998]",0.156460630312654
2360,2360,SIG,50277,"[-74.1764987216722, 40.5444869108642]","[-74.176499, 40.5444859999998]",0.340746122839167
2367,2367,SIG,50280,"[-74.173773808844, 40.5431534398707]","[-74.173772, 40.5431539999998]",0.542576391628105
2477,2477,SIG,50360,"[-74.1672765570078, 40.5268959676529]","[-74.167293, 40.5268769999998]",8.28544515835787
2517,2517,SIG,50441,"[-74.1682922735463, 40.538930127846]","[-74.168293, 40.5389289999998]",0.45783257144818
2522,2522,SIG,50456,"[-74.1670024049542, 40.5371163199887]","[-74.166978, 40.5371169999998]",6.78808149036237
2525,2525,SIG,50673,"[-74.169785141798, 40.5413781614609]","[-74.169775, 40.5413849999998]",3.76204879013884
2529,83775,SIG,50255,"[-74.1690176901081, 40.5400967193757]","[-74.169011, 40.5400979999998]",1.91712685473087
2563,2563,SIG,50339,"[-74.1675722337327, 40.5505747340773]","[-74.167573, 40.5505739999998]",0.341865263786545
2575,2575,SIG,50527,"[-74.164853660136, 40.5279087590681]","[-74.164855, 40.5279079999998]",0.463915317467493
2600,2600,SIG,50623,"[-74.1652652683435, 40.5347480020723]","[-74.165243, 40.5347699999999]",10.126437135826
2630,2630,SIG,50445,"[-74.1654882109718, 40.5446525425421]","[-74.16549, 40.5446539999999]",0.727443185604757
2637,2637,SIG,50269,"[-74.1642695314728, 40.5433355020044]","[-74.164231, 40.5433019999998]",16.2376707374828
2643,2643,SIG,50334,"[-74.1657423842589, 40.5453977053024]","[-74.165743, 40.5453969999998]",0.308727829596487
2671,2671,SIG,50301,"[-74.1613496171107, 40.5293734235221]","[-74.161351, 40.5293739999998]",0.438060147105896
2694,2694,SIG,50350,"[-74.1595574920917, 40.5383342823589]","[-74.159556, 40.5383349999998]",0.490265547864759
2695,2695,SIG,50397,"[-74.162527502726, 40.5415027067456]","[-74.162528, 40.5415009999998]",0.636983351518804
2697,2697,SIG,50229,"[-74.1610239923211, 40.5398977590177]","[-74.161024, 40.5398979999998]",0.0878214433237589
2719,2719,SIG,50286,"[-74.1596471980328, 40.5478054470067]","[-74.159647, 40.5478049999998]",0.171903507363046
2720,9038585,SIG,50272,"[-74.1592945834648, 40.5460215494251]","[-74.159266, 40.5460339999998]",9.14778842661459
2736,2736,SIG,50703,"[-74.19474228396, 40.5560006724975]","[-74.194747, 40.5559979999998]",1.63260349153816
2742,2742,SIG,50415,"[-74.1927511834591, 40.5540867990401]","[-74.192751, 40.5540859999998]",0.295539972641169
2765,2765,SIG,50529,"[-74.1907319842377, 40.5521162484613]","[-74.190733, 40.5521159999998]",0.296435142513992
2768,2768,SIG,50359,"[-74.1901456003343, 40.5516011371008]","[-74.190158, 40.5515699999998]",11.8558016690211
2819,2819,SIG,50725,"[-74.1872738597134, 40.5640574705895]","[-74.187278, 40.5640469999998]",3.98437015620538
2889,2889,SIG,50365,"[-74.1813949254565, 40.5652379787327]","[-74.181425, 40.5652709999998]",14.6476524768783
2967,83763,SIG,50276,"[-74.1761165988513, 40.5559375404186]","[-74.176116, 40.5559379999998]",0.236065422390378
2968,83763,SIG,50275,"[-74.1758348860078, 40.5542441424486]","[-74.175834, 40.5542449999998]",0.397781066977545
3045,3045,SIG,50289,"[-74.1718516651037, 40.5615209233337]","[-74.171837, 40.5615139999998]",4.79230404277766
3063,64960,SIG,50333,"[-74.16805222557, 40.5527177112622]","[-74.168054, 40.5527169999998]",0.557044263644229
3075,3075,SIG,50290,"[-74.1690058060931, 40.5569903645246]","[-74.169049, 40.5569919999998]",12.0173142293237
3088,3088,SIG,50331,"[-74.1698258232596, 40.5610904210191]","[-74.169827, 40.5610779999998]",4.53707620451065
3089,3097,SIG,50332,"[-74.1694725730434, 40.559126520108]","[-74.169477, 40.5591269999998]",1.24246669326154
3091,3091,SIG,50531,"[-74.1697365060272, 40.5602502008952]","[-74.169735, 40.5602489999998]",0.605421349019988
3094,3094,SIG,50440,"[-74.1668897207661, 40.5604766047892]","[-74.166889, 40.5604759999998]",0.297756110380453
3097,3097,SIG,50216,"[-74.1697455417369, 40.5634528220805]","[-74.169747, 40.5634469999998]",2.15947758002568
3103,3103,SIG,50218,"[-74.1698286015148, 40.5708344479294]","[-74.169834, 40.5708799999999]",16.6633732146553
3106,3106,SIG,50219,"[-74.16991886049, 40.5739733544707]","[-74.169918, 40.5739729999998]",0.271701911764704
3109,3109,SIG,50657,"[-74.1666765722335, 40.5726023616864]","[-74.166694, 40.5725929999998]",5.92234040588767
3110,65780,SIG,50230,"[-74.1697308694637, 40.5769657560999]","[-74.169731, 40.5769649999999]",0.277842526982381
3162,3162,SIG,50518,"[-74.163830838029, 40.5741843571437]","[-74.163831, 40.5741849999998]",0.238491572090629
3165,3165,SIG,50429,"[-74.1661064815397, 40.5776865664159]","[-74.166108, 40.5776869999998]",0.450420641518404
3166,83901,SIG,50382,"[-74.1643781843511, 40.5768400456035]","[-74.164378, 40.5768409999998]",0.351461292658409
3180,3180,SIG,50285,"[-74.1610304610196, 40.5558229577779]","[-74.16103, 40.5558229999998]",0.129028547646447
3182,3182,SIG,50284,"[-74.1603131119774, 40.5537167991627]","[-74.160312, 40.5537159999998]",0.424565483274687
3193,3193,SIG,50283,"[-74.1627212370209, 40.5607741939113]","[-74.162722, 40.5607749999998]",0.362203119424613
3206,3206,SIG,50466,"[-74.1617871616321, 40.5753314977301]","[-74.161786, 40.5753319999998]",0.370972744661887
3238,3260,SIG,50078,"[-74.1929391731732, 40.5903795671942]","[-74.19294, 40.5904009999998]",7.81188894271258
3295,3295,SIG,50093,"[-74.189637179448, 40.6023494437354]","[-74.189603, 40.6023259999998]",12.7684769606421
3330,3783,SIG,50577,"[-74.1862468326353, 40.6019197638124]","[-74.186239, 40.6019169999998]",2.3968062463843
3372,3372,SIG,50144,"[-74.1840899081259, 40.6026694411352]","[-74.184073, 40.6026599999998]",5.82027135569618
3394,3394,SIG,50158,"[-74.1782245722585, 40.5998280606795]","[-74.178241, 40.5998109999998]",7.71009288753511
3416,3416,SIG,50395,"[-74.1733771645688, 40.6035416709232]","[-74.173378, 40.6035429999998]",0.536919545769038
3420,3420,SIG,50221,"[-74.1694814577345, 40.5794000743892]","[-74.169471, 40.5793729999998]",10.2827476487171
3421,3421,SIG,50403,"[-74.1683400189452, 40.5788778267211]","[-74.168339, 40.5788769999998]",0.413321022764164
3432,3432,SIG,50222,"[-74.1675898355261, 40.5889534886285]","[-74.167616, 40.5889269999998]",12.0805986703644
3433,3433,SIG,50386,"[-74.1677845008008, 40.5941856650102]","[-74.167776, 40.5942079999998]",8.47276260853378
3450,3450,SIG,50704,"[-74.1698083564175, 40.6053949446611]","[-74.169825, 40.6054119999998]",7.74391900997966
3462,3462,SIG,50640,"[-74.163480090344, 40.579282436074]","[-74.163534, 40.5793039999999]",16.9108554424515
3469,3556,SIG,50366,"[-74.1629908996237, 40.5862999438702]","[-74.163019, 40.5863029999998]",7.88400202703795
3481,3481,SIG,50220,"[-74.1657864132015, 40.5907078036957]","[-74.165787, 40.5907079999998]",0.177976564383081
3524,3524,SIG,50228,"[-74.1632924621073, 40.6016821181249]","[-74.163294, 40.6016829999998]",0.534420042043631
3557,3557,SIG,50207,"[-74.1610073853042, 40.5840562447931]","[-74.161008, 40.5840559999998]",0.192628959041343
3559,3559,SIG,50233,"[-74.1603335699032, 40.5847952213925]","[-74.160333, 40.5847959999998]",0.324844929340155
3587,3587,SIG,50226,"[-74.1618994055634, 40.5952987711777]","[-74.161899, 40.5952979999998]",0.302694944511598
3600,3600,SIG,50217,"[-74.1623672491387, 40.6046461972206]","[-74.162379, 40.6046179999999]",10.7787219131491
3667,3667,SIG,50716,"[-74.1791747748959, 40.6078655309771]","[-74.179234, 40.6078509999998]",17.275825446334
3672,3672,SIG,50141,"[-74.1783252487906, 40.6089091079771]","[-74.178326, 40.6089099999999]",0.38616373784459
3690,9043458,SIG,50453,"[-74.1781013218117, 40.6260746388431]","[-74.177951, 40.6260539999999]",42.3996535852691
3698,3698,SIG,50575,"[-74.175649549249, 40.6121818748189]","[-74.175645, 40.6121919999998]",3.89911730888766
3716,3740,SIG,50516,"[-74.1758001457789, 40.6259323960812]","[-74.17579, 40.6259379999998]",3.47853684528699
3783,3783,SIG,50450,"[-74.1691868855074, 40.6205472013403]","[-74.169186, 40.6205479999999]",0.380914657342618
3785,3785,SIG,50143,"[-74.1684833677686, 40.6215650067279]","[-74.168483, 40.6215619999998]",1.10017786754147
3796,3796,SIG,50589,"[-74.1675958565567, 40.6231246021278]","[-74.16759, 40.6231209999998]",2.08936256700359
3797,3797,SIG,50344,"[-74.1674075466107, 40.6238931016752]","[-74.167404, 40.6239099999999]",6.23473203445904
3812,3813,SIG,50148,"[-74.165823574238, 40.6067625171601]","[-74.165824, 40.6067629999998]",0.211945331276324
3828,3828,SIG,50121,"[-74.1648389268124, 40.6104948275827]","[-74.164839, 40.6104939999998]",0.302193931662595
3835,3835,SIG,50532,"[-74.1640831135232, 40.613929386001]","[-74.164084, 40.6139289999998]",0.283464469359421
3844,3845,SIG,50416,"[-74.163602731891, 40.6159936449382]","[-74.163603, 40.6159939999998]",0.149245268179638
3876,3876,SIG,50142,"[-74.1665589242913, 40.6273661679816]","[-74.166559, 40.6273669999998]",0.303854024575574
3877,3877,SIG,50563,"[-74.1654396608537, 40.6271513545197]","[-74.165449, 40.6271689999998]",6.93173379864
3897,3897,SIG,50599,"[-74.1663305543908, 40.6321658186412]","[-74.166333, 40.6321639999998]",0.948575664225598
3900,3900,SIG,50134,"[-74.1624201901124, 40.6071892721265]","[-74.162382, 40.6071879999998]",10.6142513387202
3906,3906,SIG,50422,"[-74.1594665722722, 40.6076285768058]","[-74.159466, 40.6076279999999]",0.263458272097651
3912,3912,SIG,50132,"[-74.1604011303564, 40.6098068301098]","[-74.16039, 40.6098029999998]",3.39084026895948
3964,65975,SIG,50099,"[-74.1611824177777, 40.6265978268386]","[-74.161183, 40.6265979999998]",0.173493513708069
3966,3968,SIG,50699,"[-74.1605026866987, 40.6265296267518]","[-74.160487, 40.6265439999998]",6.81046581864374
4153,4153,SIG,50361,"[-74.1585106701356, 40.5305656907036]","[-74.158529, 40.5305709999998]",5.45022896279696
4206,4206,SIG,50256,"[-74.1588656786934, 40.5462558846745]","[-74.158866, 40.5462549999998]",0.334449643709571
4225,4225,SIG,50318,"[-74.1539741990496, 40.534268147897]","[-74.153973, 40.5342669999999]",0.534775702927589
4292,4292,SIG,50265,"[-74.1526552934017, 40.5493745066708]","[-74.152655, 40.5493729999998]",0.554939341874163
4317,4317,SIG,50302,"[-74.1500106932587, 40.5377010591836]","[-74.150012, 40.5377139999998]",4.7286152892851
4358,4358,SIG,50267,"[-74.1508395766098, 40.549963095486]","[-74.150839, 40.5499629999998]",0.16397532599673
4360,70423,SIG,50260,"[-74.1501602023872, 40.5507684451547]","[-74.150161, 40.5507679999998]",0.274653817506993
4387,4387,SIG,50314,"[-74.1459026618442, 40.5424285530594]","[-74.145911, 40.5424239999998]",2.84995937416674
4449,4449,SIG,50307,"[-74.1444428823341, 40.5438690642394]","[-74.144443, 40.5438699999998]",0.342484721973113
4519,4519,SIG,50312,"[-74.1373898813861, 40.5495923691781]","[-74.13737, 40.5495789999998]",7.36554687216443
4568,4568,SIG,50297,"[-74.1558509054326, 40.5637744443577]","[-74.155852, 40.5637739999998]",0.344527401360914
4607,4607,SIG,50323,"[-74.1530119771357, 40.5573314344716]","[-74.153012, 40.5573299999998]",0.522651408990767
4643,4643,SIG,50721,"[-74.1529562770153, 40.5667760171394]","[-74.152955, 40.5667929999998]",6.19743638481474
4645,4645,SIG,50288,"[-74.1522811457309, 40.5673929462287]","[-74.152283, 40.5673939999999]",0.64249258799981
4651,4651,SIG,50353,"[-74.1512202598452, 40.5533117728393]","[-74.151221, 40.5533109999998]",0.348688282120392
4653,4653,SIG,50455,"[-74.1509131310778, 40.5526052006858]","[-74.150914, 40.5526059999998]",0.378298475858607
4654,4654,SIG,50559,"[-74.1503702395545, 40.5512934480428]","[-74.150371, 40.5512919999998]",0.568309255987674
4729,4729,SIG,50512,"[-74.1458964762582, 40.5513605627667]","[-74.145895, 40.5513609999999]",0.440091362904371
4730,4730,SIG,50261,"[-74.1452929866946, 40.5515625957588]","[-74.145294, 40.5515619999998]",0.355537009910369
4746,4746,SIG,50553,"[-74.1457780621602, 40.553836138565]","[-74.145789, 40.5538119999998]",9.30470853784138
4781,4781,SIG,50291,"[-74.1479014217331, 40.5708895809714]","[-74.147896, 40.5708879999998]",1.61262585684631
4784,4784,SIG,50335,"[-74.1469905775537, 40.5720133204709]","[-74.146991, 40.5720119999998]",0.495188610439942
4803,4803,SIG,50086,"[-74.1423301384898, 40.5530955815634]","[-74.142329, 40.5530949999999]",0.380770972814276
4885,9038585,SIG,50392,"[-74.1402112554536, 40.5548950774296]","[-74.140213, 40.5549889999998]",34.2216918577768
4933,4933,SIG,50469,"[-74.137683509997, 40.5667178668388]","[-74.137628, 40.5666889999998]",18.6671556857127
4938,4938,SIG,50685,"[-74.1397641357849, 40.5677122454862]","[-74.139791, 40.5677309999999]",10.1189514166477
4940,4940,SIG,50468,"[-74.1388999381646, 40.5672930362258]","[-74.138903, 40.5672889999998]",1.69882669101006
4944,4944,SIG,50438,"[-74.1411063134153, 40.5724225523975]","[-74.141107, 40.5724229999998]",0.250947857529188
4994,4994,SIG,50264,"[-74.1373943796933, 40.5580209365477]","[-74.137395, 40.5580219999998]",0.424052667491645
5008,5008,SIG,50537,"[-74.1348097345592, 40.5608286176537]","[-74.134809, 40.5608279999998]",0.303801656307324
5017,5017,SIG,50292,"[-74.1345967134351, 40.5652709344232]","[-74.134588, 40.5652759999998]",3.04416221777692
5049,5049,SIG,50337,"[-74.1346185569731, 40.5731977122325]","[-74.134618, 40.5731989999998]",0.49402239321988
5061,5061,SIG,50303,"[-74.1331682597925, 40.5523561787467]","[-74.133183, 40.5523429999998]",6.31125202195165
5063,5063,SIG,50311,"[-74.1317782810025, 40.5534899707345]","[-74.131786, 40.5534859999998]",2.58726112003744
5104,5104,SIG,50551,"[-74.1326438405383, 40.5635033353509]","[-74.132644, 40.5635039999998]",0.246167848079314
5106,5106,SIG,50259,"[-74.1317362293596, 40.5645395186104]","[-74.131799, 40.5645509999998]",17.9350679616145
5175,5175,SIG,50305,"[-74.1281169722121, 40.5565344364458]","[-74.128118, 40.5565339999998]",0.32687973652134
5196,5196,SIG,50262,"[-74.1300885540903, 40.5652558271456]","[-74.130089, 40.5652549999999]",0.325823137831761
5202,5202,SIG,50663,"[-74.1272068446606, 40.5647063207607]","[-74.127205, 40.5647109999999]",1.78013885439499
5215,5215,SIG,50391,"[-74.1271436217572, 40.5675780061136]","[-74.127145, 40.5675779999998]",0.382925857863708
5250,5250,SIG,50336,"[-74.1270674709438, 40.5764052182435]","[-74.127087, 40.5763689999999]",14.2669142807055
5256,5256,SIG,50306,"[-74.1266987544379, 40.5578543349177]","[-74.126699, 40.5578529999998]",0.491106292675753
5269,5269,SIG,50298,"[-74.1267526521731, 40.5644442852815]","[-74.126729, 40.5644299999998]",8.38289315699435
5275,5275,SIG,50596,"[-74.1245044045051, 40.5630844084834]","[-74.124506, 40.5630849999998]",0.492914295428554
5289,5289,SIG,50273,"[-74.1248990442151, 40.5689491418016]","[-74.124898, 40.5689499999998]",0.426522893902197
5317,9045888,SIG,50400,"[-74.1256726770617, 40.5759844467197]","[-74.125661, 40.5759789999998]",3.8026697503069
5344,5344,SIG,50467,"[-74.1576659051867, 40.5833748326001]","[-74.157665, 40.5833749999999]",0.25872103297388
5351,5351,SIG,50590,"[-74.1568633249385, 40.5829483167947]","[-74.156865, 40.5829479999998]",0.479379245782238
5368,5368,SIG,50672,"[-74.1559316811235, 40.5850864948632]","[-74.155924, 40.5850959999998]",4.06742052901075
5375,5375,SIG,50662,"[-74.1591961084732, 40.5901594561483]","[-74.159194, 40.5901649999998]",2.10294598079862
5377,5377,SIG,50459,"[-74.1585304365385, 40.5909077929178]","[-74.158529, 40.5909079999998]",0.406046953410604
5380,5380,SIG,50610,"[-74.1569099274128, 40.5899942558164]","[-74.156908, 40.5899919999998]",0.98081739573751
5390,5391,SIG,50683,"[-74.1580026905817, 40.5941202038731]","[-74.158007, 40.5941239999999]",1.82896959678561
5396,5396,SIG,50245,"[-74.1563656880866, 40.5931951282308]","[-74.156367, 40.5931949999998]",0.367334113995045
5412,5412,SIG,50232,"[-74.1525276520152, 40.5806169926684]","[-74.152532, 40.5806339999998]",6.31280809785738
5414,5414,SIG,50439,"[-74.1555923032243, 40.58225728819]","[-74.155593, 40.5822579999998]",0.323591263711332
5435,5435,SIG,50665,"[-74.1538962265348, 40.5871493878618]","[-74.153838, 40.5871689999998]",17.6805334763471
5438,5438,SIG,50654,"[-74.153182653375, 40.5878920126233]","[-74.153148, 40.5879189999998]",13.7589954768907
5494,5494,SIG,50383,"[-74.1509677343182, 40.59017906241]","[-74.15097, 40.5901769999998]",0.980080918671446
5508,5508,SIG,50176,"[-74.1476204135503, 40.5850194694143]","[-74.147621, 40.5850189999998]",0.236180808217736
5517,5517,SIG,50243,"[-74.1458344803607, 40.5885629190902]","[-74.145836, 40.5885619999998]",0.53876443669469
5562,5562,SIG,50354,"[-74.1418575085853, 40.5960665528183]","[-74.141862, 40.5960829999998]",6.12057252101507
5577,5577,SIG,50242,"[-74.1386203564915, 40.5890644400178]","[-74.138668, 40.5890209999998]",20.6294398533907
5598,5598,SIG,50643,"[-74.1407607080271, 40.597552225684]","[-74.140786, 40.5975539999999]",7.05343998141676
5611,5611,SIG,50478,"[-74.1402051054123, 40.6007194965749]","[-74.140205, 40.6007199999998]",0.185731878252142
