nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
26291,26291,SIG,32660,"[-73.9278558514691, 40.6555157785254]","[-73.927854, 40.6555169999998]",0.679667450527612
26292,26292,SIG,32639,"[-73.9279946517767, 40.6568021011659]","[-73.927993, 40.6568009999998]",0.609090461350046
26293,26293,SIG,34573,"[-73.927024953362, 40.6568614914884]","[-73.927032, 40.6568729999998]",4.6263186657278
26294,26294,SIG,34105,"[-73.9268882166668, 40.6555756822813]","[-73.926888, 40.6555759999999]",0.130434033121931
26295,26295,SIG,34007,"[-73.9259523432479, 40.655631771151]","[-73.925951, 40.6556309999998]",0.466736283339088
26297,26364,SIG,32642,"[-73.925406999542, 40.6576799691596]","[-73.925408, 40.6576809999998]",0.467012859252848
26298,26298,SIG,32793,"[-73.928172153728, 40.6584773448605]","[-73.928172, 40.6584779999998]",0.242466495987804
26301,26302,SIG,32662,"[-73.9272550533124, 40.6593375635914]","[-73.927255, 40.6593369999999]",0.205864213938006
26305,26305,SIG,32799,"[-73.9257488091995, 40.6602775151278]","[-73.925748, 40.6602769999998]",0.292620032067768
26307,26307,SIG,33882,"[-73.9238030538977, 40.6354848192275]","[-73.923804, 40.6354849999998]",0.270723139627102
26308,9045036,SIG,33959,"[-73.9228343163841, 40.6355605327276]","[-73.922832, 40.6355419999998]",6.78251154741504
26311,26311,SIG,33491,"[-73.9230784868902, 40.6379079130146]","[-73.923095, 40.6379099999998]",4.64567732744638
26327,104296,SIG,32843,"[-73.9249311507015, 40.6447135916856]","[-73.924922, 40.6447549999998]",15.2984142524639
26330,26330,SIG,32825,"[-73.9245910731733, 40.6466446566555]","[-73.924592, 40.6466429999998]",0.656080069839464
26331,26331,SIG,32842,"[-73.9238198024515, 40.6448053711154]","[-73.923819, 40.6448069999998]",0.633853049114883
26334,26334,SIG,35032,"[-73.9230505004458, 40.6467392351852]","[-73.923063, 40.6467399999998]",3.47982951876498
26336,26336,SIG,33482,"[-73.9219164774775, 40.6449096983352]","[-73.921916, 40.6449099999998]",0.17215266635124
26339,9045708,SIG,32854,"[-73.9242487599114, 40.648538591287]","[-73.924247, 40.6485399999998]",0.708455807238732
26343,26343,SIG,33893,"[-73.9244209273473, 40.6504692428647]","[-73.924422, 40.6504689999998]",0.31052031370965
26344,26346,SIG,32853,"[-73.9235849326885, 40.6505194436378]","[-73.923585, 40.6505179999998]",0.526288638982682
26350,26350,SIG,32867,"[-73.9246400618682, 40.6525000629931]","[-73.924639, 40.6525009999998]",0.450948480821273
26351,26351,SIG,32663,"[-73.9248213631998, 40.6541614742843]","[-73.924821, 40.6541609999998]",0.200035560328176
26352,26352,SIG,34054,"[-73.9238485904242, 40.6542210069117]","[-73.923848, 40.6542209999998]",0.163845067000506
26354,26354,SIG,32835,"[-73.922849669556, 40.6524634586003]","[-73.922848, 40.6524639999998]",0.503509335665201
26356,26356,SIG,33712,"[-73.9229154162204, 40.6542792160873]","[-73.92292, 40.6542799999999]",1.30353777002206
26357,26357,SIG,32852,"[-73.9221581482766, 40.6543161675992]","[-73.922089, 40.6543299999998]",19.8374273454085
26361,26361,SIG,33313,"[-73.9249832729947, 40.655693882236]","[-73.924982, 40.6556929999999]",0.477568081187175
26364,26364,SIG,34212,"[-73.9246542917883, 40.6570071255134]","[-73.924722, 40.6570089999998]",18.7987048060223
26367,26368,SIG,32720,"[-73.9235985536818, 40.6560531416477]","[-73.923597, 40.6560519999998]",0.599032419571772
26374,26374,SIG,33461,"[-73.9239283098629, 40.6586462910365]","[-73.923918, 40.6586629999998]",6.7261150461478
26375,26375,SIG,33664,"[-73.9232163268155, 40.6591076930889]","[-73.923238, 40.6591099999998]",6.07169690066533
26376,26376,SIG,32640,"[-73.9225012684735, 40.65957045743]","[-73.922501, 40.6595699999998]",0.182543622007244
26377,26377,SIG,35009,"[-73.9217872788262, 40.6600310567942]","[-73.921783, 40.6600249999998]",2.50572668959495
26382,26382,SIG,32995,"[-73.9188516453143, 40.6344827185828]","[-73.918852, 40.6344829999998]",0.142137983888636
26383,26383,SIG,32956,"[-73.9190062952419, 40.6358936181476]","[-73.919005, 40.6358939999998]",0.385471076847928
26387,9044996,SIG,32979,"[-73.9191718041464, 40.6374698413175]","[-73.919172, 40.6374689999998]",0.31129734316955
26389,26389,SIG,34524,"[-73.9184360475402, 40.6378473867197]","[-73.918459, 40.6378469999999]",6.37176821489872
26392,85224,SIG,33489,"[-73.9195557664084, 40.6411849582858]","[-73.919557, 40.6411859999998]",0.51112097064153
26394,26394,SIG,33091,"[-73.9194614117717, 40.6402392934752]","[-73.919461, 40.6402389999999]",0.156498367743682
26395,26395,SIG,32962,"[-73.918930096588, 40.6405850246342]","[-73.918931, 40.6405849999998]",0.250882654725654
26400,26400,SIG,34827,"[-73.9199078263978, 40.6443295808017]","[-73.919899, 40.6443419999998]",5.14511549171442
26407,26407,SIG,33994,"[-73.9211819107276, 40.6468558565671]","[-73.921183, 40.6468549999998]",0.434463467424004
26412,26412,SIG,32845,"[-73.9199785226426, 40.6450323765611]","[-73.919977, 40.6450289999999]",1.30072040899649
26419,26419,SIG,32811,"[-73.9204670111691, 40.6496541834315]","[-73.920466, 40.6496539999998]",0.288438264429742
26421,26421,SIG,32861,"[-73.9203755272042, 40.6487787806799]","[-73.920377, 40.6487789999998]",0.416429694815341
26426,65597,SIG,32860,"[-73.9205801247468, 40.6507065076796]","[-73.92058, 40.6507059999998]",0.188172986339534
26427,26433,SIG,32837,"[-73.9207452493222, 40.6522703615621]","[-73.920744, 40.6522699999999]",0.370844917254858
26430,26430,SIG,32812,"[-73.9181373354956, 40.6511574410604]","[-73.918136, 40.6511569999998]",0.403918256739219
26434,26434,SIG,32859,"[-73.9208976468421, 40.6536251060161]","[-73.920875, 40.6536069999998]",9.11051960188738
26438,26438,SIG,32838,"[-73.9199620404454, 40.6527882741938]","[-73.919961, 40.6527889999998]",0.391499010441342
26439,26439,SIG,34768,"[-73.9191848586426, 40.6532889497995]","[-73.919205, 40.6532719999998]",8.32874268684688
26440,26440,SIG,32665,"[-73.9191531749007, 40.6543586972645]","[-73.919152, 40.6543579999999]",0.413290433602517
26442,26442,SIG,32664,"[-73.9213654134459, 40.6563441516325]","[-73.921366, 40.6563439999998]",0.171867354648291
26444,26444,SIG,32667,"[-73.921065329728, 40.657176438174]","[-73.921066, 40.6571749999998]",0.55599213564154
26452,26452,SIG,32668,"[-73.9207639379641, 40.6580085878794]","[-73.920766, 40.6580099999998]",0.769421380037587
26453,26453,SIG,32669,"[-73.9204572663493, 40.6588394273195]","[-73.920458, 40.6588379999999]",0.558432321696291
26455,26455,SIG,32670,"[-73.9200816710887, 40.6598576335678]","[-73.920082, 40.6598559999998]",0.602110010254186
26457,26457,SIG,32721,"[-73.9182937198727, 40.6594838065997]","[-73.918295, 40.6594849999998]",0.561415672911527
26460,26460,SIG,32955,"[-73.916223866861, 40.633605358892]","[-73.916223, 40.6336049999998]",0.273836770022823
26461,26461,SIG,32957,"[-73.9154701451653, 40.6340857477123]","[-73.915469, 40.6340849999998]",0.418610156975444
26462,26462,SIG,32958,"[-73.9147621662871, 40.6345505684965]","[-73.914762, 40.6345509999999]",0.16384318000715
26463,26463,SIG,34583,"[-73.9176543033678, 40.6382493696889]","[-73.917648, 40.6382549999998]",2.69596079805181
26464,26464,SIG,32960,"[-73.9168099412461, 40.6386821637359]","[-73.916811, 40.6386809999998]",0.515851482042293
26465,26465,SIG,32959,"[-73.9164308346372, 40.6360466284999]","[-73.916432, 40.6360459999998]",0.396291334550722
26467,26467,SIG,32963,"[-73.9149438387042, 40.6370065903286]","[-73.914943, 40.6370079999999]",0.563871071477391
26470,26470,SIG,32966,"[-73.9146090545631, 40.6401024437857]","[-73.914607, 40.6401039999999]",0.804106592173312
26476,26476,SIG,32968,"[-73.9166209876819, 40.6419476504738]","[-73.916619, 40.6419469999998]",0.600377649812343
26500,26500,SIG,32814,"[-73.9163199424247, 40.6495276267324]","[-73.916322, 40.6495279999998]",0.586930042552057
26502,26502,SIG,32849,"[-73.914732168742, 40.6481011746164]","[-73.91473, 40.6481019999998]",0.672764575252982
26504,26504,SIG,34239,"[-73.9166534688536, 40.6521167495457]","[-73.916653, 40.6521159999998]",0.302486661558776
26506,26506,SIG,34997,"[-73.9148356283278, 40.650484138914]","[-73.914851, 40.6504649999998]",8.17400509501139
26509,26509,SIG,32637,"[-73.9175758861137, 40.6543141728226]","[-73.917577, 40.6543129999998]",0.527354888295172
26510,26510,SIG,32636,"[-73.9170401847753, 40.6546755165245]","[-73.917039, 40.6546749999998]",0.378790876461621
26512,26512,SIG,34289,"[-73.9163322223479, 40.6551314309493]","[-73.916333, 40.6551329999998]",0.611015746502702
26514,26514,SIG,32810,"[-73.9152259594565, 40.653038700781]","[-73.915225, 40.6530379999998]",0.368865372811588
26518,26518,SIG,32777,"[-73.9164859007205, 40.6578590895342]","[-73.916473, 40.6578499999998]",4.8763191757175
26519,26519,SIG,33791,"[-73.9154509406236, 40.6557000215312]","[-73.915453, 40.6557119999999]",4.40133788623727
26520,26520,SIG,32638,"[-73.9146584320065, 40.656214252977]","[-73.914659, 40.6562129999999]",0.482932692956101
26522,26522,SIG,33792,"[-73.9174181931717, 40.6600511913829]","[-73.917413, 40.6600479999998]",1.85145493856578
26525,26526,SIG,33198,"[-73.9155662962575, 40.6583925715739]","[-73.915568, 40.6583929999998]",0.497813228061269
26527,26527,SIG,32772,"[-73.91508603813, 40.66004155086]","[-73.915086, 40.6600419999998]",0.163975831518657
26528,26528,SIG,34839,"[-73.9146917697722, 40.6585037345012]","[-73.914686, 40.6585119999999]",3.41041600787797
26529,26529,SIG,33003,"[-73.9140473842752, 40.6350125873095]","[-73.914048, 40.6350119999999]",0.273842044816386
26530,26530,SIG,32961,"[-73.9132777711892, 40.6355083847307]","[-73.913277, 40.6355079999998]",0.255854183188199
26532,26532,SIG,32928,"[-73.9114369195747, 40.6338568256174]","[-73.911438, 40.6338569999998]",0.306534534807072
26535,26535,SIG,33854,"[-73.9134617196358, 40.6379649606208]","[-73.913461, 40.6379649999999]",0.20024151254533
26536,26536,SIG,34075,"[-73.9127479081425, 40.6384273780826]","[-73.912747, 40.6384279999998]",0.338917067945036
26537,26537,SIG,32964,"[-73.9125088533531, 40.6360061325392]","[-73.912508, 40.6360069999998]",0.394938813484854
26538,26538,SIG,32965,"[-73.9117918792776, 40.636465461972]","[-73.911791, 40.6364649999999]",0.296450697418565
26539,26539,SIG,32967,"[-73.911081045801, 40.6369318778535]","[-73.91108, 40.6369309999998]",0.431898658384836
26541,26541,SIG,33667,"[-73.9131464255676, 40.6410345650853]","[-73.913152, 40.6410209999998]",5.17861052642874
26544,26544,SIG,35033,"[-73.9112927356989, 40.6393687290555]","[-73.91129, 40.6393669999999]",0.986550718284839
26546,26546,SIG,32851,"[-73.9137549612976, 40.643777696823]","[-73.913756, 40.6437779999998]",0.308693164821064
26557,9041806,SIG,32820,"[-73.9126853121681, 40.6462647014967]","[-73.912754, 40.6463279999998]",29.9191415573589
26562,26562,SIG,32993,"[-73.9111163631748, 40.6448510608097]","[-73.911128, 40.6448629999999]",5.41748536391152
26566,26566,SIG,34310,"[-73.9132529426796, 40.6490614254515]","[-73.913252, 40.6490619999999]",0.335028421555637
26572,26572,SIG,34338,"[-73.9117551577749, 40.64722355318]","[-73.911755, 40.6472239999998]",0.168573673333041
26578,26578,SIG,34625,"[-73.9141217881373, 40.650945681823]","[-73.914115, 40.6509329999999]",4.98953828475045
26579,26579,SIG,32813,"[-73.9134065191047, 40.6514073272711]","[-73.913407, 40.6514089999998]",0.623859398365723
26581,26581,SIG,32848,"[-73.9118228019471, 40.6499834228204]","[-73.911823, 40.6499829999998]",0.163555007971725
26586,26586,SIG,33154,"[-73.9135239519354, 40.6541611625331]","[-73.913523, 40.6541619999998]",0.403560149385969
26588,26588,SIG,32727,"[-73.9123282447375, 40.6541347816841]","[-73.91233, 40.6541359999999]",0.658954280438712
26589,26589,SIG,32876,"[-73.9110162895062, 40.652951376571]","[-73.911016, 40.6529519999998]",0.240919505221558
26591,26591,SIG,33131,"[-73.9137794382193, 40.656783678886]","[-73.913779, 40.6567829999998]",0.275607382184525
26600,26600,SIG,34584,"[-73.911083234908, 40.6557023922441]","[-73.911043, 40.6557019999998]",11.1646961021006
26607,26607,SIG,32706,"[-73.9113353388669, 40.660597338563]","[-73.91133, 40.6605999999998]",1.77038602826929
26608,26608,SIG,32704,"[-73.9109427013072, 40.6590605912676]","[-73.910949, 40.6590659999998]",2.63383916471904
26610,26610,SIG,34288,"[-73.909954831434, 40.6348155112525]","[-73.909956, 40.6348169999998]",0.631967334585488
26611,26611,SIG,33719,"[-73.9092379354216, 40.6352756164414]","[-73.909259, 40.6352839999998]",6.59623747578393
26616,26616,SIG,32969,"[-73.9103667836639, 40.6373913004241]","[-73.910366, 40.6373909999998]",0.243486603383625
26617,26617,SIG,33004,"[-73.9096237465463, 40.6378713340288]","[-73.909624, 40.6378709999998]",0.140563322603956
26618,26618,SIG,32970,"[-73.9088828509374, 40.6383508260018]","[-73.908884, 40.6383509999999]",0.325147137896215
26619,26619,SIG,34690,"[-73.9077846475593, 40.6362194660819]","[-73.907777, 40.6362289999998]",4.07064713115555
26620,65708,SIG,32971,"[-73.9105466329382, 40.6398490192124]","[-73.910547, 40.6398479999998]",0.385047133304721
26621,26621,SIG,34987,"[-73.9098312615566, 40.6403073838668]","[-73.909825, 40.6403089999998]",1.83480542052318
26625,26625,SIG,34048,"[-73.9074538698334, 40.639275454472]","[-73.907453, 40.6392749999998]",0.292734206993898
26631,26631,SIG,32980,"[-73.9092797001134, 40.6432040279766]","[-73.909281, 40.6432039999998]",0.360884662528294
26634,26634,SIG,33297,"[-73.9080234267819, 40.6440170628767]","[-73.908023, 40.6440179999998]",0.3613790469107
26635,26635,SIG,32996,"[-73.9076366127155, 40.6417296415737]","[-73.907637, 40.6417289999998]",0.257269775756379
26638,26638,SIG,33296,"[-73.9098901886783, 40.6456149520034]","[-73.909891, 40.6456139999998]",0.413509397805177
26641,26641,SIG,34442,"[-73.9088989520915, 40.6462558894553]","[-73.90892, 40.6462599999998]",6.02981828095693
26642,26642,SIG,32992,"[-73.9081841796007, 40.6467191960251]","[-73.908185, 40.6467189999998]",0.238601744635242
26647,26647,SIG,33432,"[-73.9100032996732, 40.6483548232614]","[-73.910013, 40.6483489999998]",3.42736859211886
26654,26654,SIG,34637,"[-73.9074694696936, 40.6471813635337]","[-73.907477, 40.6471809999998]",2.0938569319392
26659,26659,SIG,33758,"[-73.9094484630609, 40.651521598592]","[-73.90945, 40.6515209999998]",0.478999201570479
26664,26664,SIG,34717,"[-73.9085579044664, 40.6520959376362]","[-73.908557, 40.6521209999998]",9.13435992826254
26669,26669,SIG,32601,"[-73.9107097457481, 40.6541787335748]","[-73.910679, 40.6541789999998]",8.53161808294561
26671,26671,SIG,32701,"[-73.9097427971049, 40.654311111361]","[-73.909727, 40.6543129999998]",4.43691533781612
26673,26673,SIG,32616,"[-73.9087705996626, 40.6544571647222]","[-73.908772, 40.6544569999998]",0.393159240349374
26676,26676,SIG,32703,"[-73.9105487439639, 40.6575251020419]","[-73.910549, 40.6575249999998]",0.0801789830134089
26677,26677,SIG,32694,"[-73.9101225562192, 40.6558517708256]","[-73.910123, 40.6558519999998]",0.148772207654554
26682,26682,SIG,32737,"[-73.9077367986385, 40.6579430171724]","[-73.907737, 40.6579419999998]",0.374772019738308
26683,26683,SIG,32695,"[-73.9073072331373, 40.6562730677923]","[-73.907306, 40.6562729999998]",0.343039903766695
26686,26686,SIG,32749,"[-73.9081299257339, 40.6594780560769]","[-73.908131, 40.6594769999998]",0.486698523620061
26688,26688,SIG,32714,"[-73.942767430491, 40.6620603227557]","[-73.942766, 40.6620599999999]",0.413927184354426
26689,26689,SIG,32712,"[-73.9428289233672, 40.6628474847989]","[-73.94283, 40.6628499999998]",0.963811113708493
26690,26690,SIG,32594,"[-73.9400297698967, 40.6630207417285]","[-73.94003, 40.6630199999998]",0.277670719448283
26691,26691,SIG,33619,"[-73.939812883356, 40.6607849351465]","[-73.939811, 40.6607849999998]",0.523059615196385
26692,26692,SIG,32805,"[-73.9398855252092, 40.6614953275953]","[-73.939886, 40.6614959999998]",0.278145640234283
26693,26693,SIG,32600,"[-73.9399645391806, 40.6622330989638]","[-73.939965, 40.6622319999998]",0.420300110610208
26694,26694,SIG,32683,"[-73.9426962896929, 40.6640551300013]","[-73.942696, 40.6640559999998]",0.326995475603965
26695,26695,SIG,33993,"[-73.9426132266402, 40.6649470678689]","[-73.942612, 40.6649479999998]",0.480765113306928
26696,26696,SIG,32645,"[-73.9425284356858, 40.6658379241016]","[-73.942528, 40.6658369999998]",0.35771543441547
26697,26697,SIG,32593,"[-73.9399261272055, 40.6639038888188]","[-73.939927, 40.6639029999998]",0.404341950559143
26698,26698,SIG,34024,"[-73.9398443888484, 40.6647940865169]","[-73.939844, 40.6647949999998]",0.349854749153004
26699,26699,SIG,32591,"[-73.9397613795678, 40.665687994426]","[-73.93976, 40.6656869999998]",0.527008131921812
26700,26700,SIG,32804,"[-73.9424442703627, 40.6667275008592]","[-73.942445, 40.6667259999998]",0.583067940807029
26701,26701,SIG,32713,"[-73.9423604764993, 40.6676225635915]","[-73.942361, 40.6676239999998]",0.543101413042816
26702,26702,SIG,34237,"[-73.9422842046013, 40.6684614269541]","[-73.942284, 40.6684609999998]",0.165583360413414
26703,26703,SIG,33541,"[-73.9396764791701, 40.6665782459963]","[-73.939676, 40.6665789999998]",0.30517772960777
26704,26704,SIG,32676,"[-73.942196284434, 40.6694033042229]","[-73.942197, 40.6694019999998]",0.514962106542696
26706,26706,SIG,32425,"[-73.9420302374218, 40.6711853769758]","[-73.94203, 40.6711859999998]",0.236347249351296
26709,26709,SIG,32424,"[-73.9418598637213, 40.672968393369]","[-73.941859, 40.6729679999999]",0.279182670552094
26715,26715,SIG,32459,"[-73.9416939311928, 40.6747478975737]","[-73.941695, 40.6747489999998]",0.499214018083273
26716,26716,SIG,32371,"[-73.9416093245196, 40.6756431836277]","[-73.941608, 40.6756439999998]",0.472699275323774
26717,26717,SIG,32391,"[-73.9415352037256, 40.6764207937659]","[-73.941535, 40.6764199999998]",0.294661054020962
26721,26721,SIG,33814,"[-73.9414628073411, 40.6771992790611]","[-73.941428, 40.6771809999998]",11.7287479836219
26726,26726,SIG,30515,"[-73.9403279396586, 40.679889974229]","[-73.940328, 40.6798889999998]",0.355334137073226
26729,26729,SIG,30503,"[-73.9412086440769, 40.67993835298]","[-73.941207, 40.6799389999998]",0.513333349923404
26730,26730,SIG,30577,"[-73.9407689335014, 40.6821008388614]","[-73.940769, 40.6821019999998]",0.423438193153451
26731,26731,SIG,30496,"[-73.9404763511069, 40.6806356951009]","[-73.940475, 40.6806359999998]",0.39086218385075
26732,26732,SIG,30611,"[-73.9406200538402, 40.6813701298368]","[-73.940618, 40.6813709999998]",0.651924757050948
26733,26733,SIG,30544,"[-73.941057838422, 40.6835668712328]","[-73.941056, 40.6835679999998]",0.655059499854256
26734,26734,SIG,30554,"[-73.9412039932047, 40.6842998392869]","[-73.941187, 40.6843129999998]",6.72329915475115
26735,26735,SIG,30599,"[-73.9413482729021, 40.6850312023162]","[-73.941347, 40.6850309999998]",0.360643501610081
26736,26736,SIG,30542,"[-73.9409133431834, 40.6828336165135]","[-73.940913, 40.6828349999998]",0.512952475634915
26737,26737,SIG,30525,"[-73.9417852758577, 40.6872283717749]","[-73.941785, 40.6872289999998]",0.241328246532739
26738,26738,SIG,30601,"[-73.9419324508039, 40.687962959103]","[-73.941932, 40.6879619999998]",0.371121633635616
26739,26739,SIG,33951,"[-73.9414949176038, 40.6857645294195]","[-73.941494, 40.6857639999998]",0.319324497374352
26740,26740,SIG,30586,"[-73.9416393314, 40.6864972698023]","[-73.941638, 40.6864959999998]",0.591917020903768
26742,26742,SIG,34534,"[-73.9372624856459, 40.6616705992313]","[-73.937268, 40.6616559999998]",5.53456423083071
26743,26743,SIG,32788,"[-73.9373406910062, 40.6623963230515]","[-73.937341, 40.6623949999998]",0.489588583759611
26744,26744,SIG,32716,"[-73.9372637747865, 40.6631918324242]","[-73.937264, 40.6631909999998]",0.309645066364621
26745,26745,SIG,32686,"[-73.9371584713132, 40.6637526002981]","[-73.937159, 40.6637539999999]",0.530625215099081
26746,26746,SIG,33954,"[-73.9370747672427, 40.6646442178054]","[-73.937076, 40.6646429999998]",0.560194214806807
26747,26747,SIG,32648,"[-73.9369836226539, 40.6655355077987]","[-73.936985, 40.6655349999998]",0.424540208318987
26748,26748,SIG,32597,"[-73.939593870126, 40.6674692721578]","[-73.939593, 40.6674689999998]",0.260958531953332
26749,26749,SIG,33948,"[-73.9395152084681, 40.6682956152934]","[-73.939516, 40.6682949999998]",0.313795298191942
26750,26750,SIG,33129,"[-73.9369068103805, 40.6664265902657]","[-73.936908, 40.6664269999998]",0.362215690518242
26751,26751,SIG,32765,"[-73.9368252164779, 40.6673169936755]","[-73.936824, 40.6673159999998]",0.494922614718836
26752,26752,SIG,33955,"[-73.9367494699964, 40.668127371309]","[-73.936748, 40.6681289999999]",0.71999708046069
26753,26753,SIG,32592,"[-73.9394269565929, 40.6692486846204]","[-73.939429, 40.6692529999998]",1.6712837527754
26755,26755,SIG,32351,"[-73.9392601950001, 40.6710332925234]","[-73.939261, 40.6710339999998]",0.341032954784877
26756,26756,SIG,32681,"[-73.9366570203645, 40.6691005708744]","[-73.936676, 40.6691219999999]",9.41671543366495
26757,26757,SIG,34840,"[-73.9365693064428, 40.6700408401088]","[-73.936562, 40.6700349999998]",2.93858646408399
26758,26758,SIG,32450,"[-73.9364895222703, 40.6708856417946]","[-73.936489, 40.6708869999999]",0.515605803548729
26759,26759,SIG,32353,"[-73.9391760476351, 40.6719260001696]","[-73.939178, 40.6719259999998]",0.54158133347191
26760,26760,SIG,32350,"[-73.9390762192621, 40.6728256441314]","[-73.939076, 40.6728259999998]",0.143210393453443
26762,26762,SIG,33867,"[-73.9364053300333, 40.6717743059119]","[-73.936405, 40.6717729999998]",0.484509053866726
26763,26763,SIG,32439,"[-73.9363431987802, 40.6726995763245]","[-73.936343, 40.6727039999998]",1.61261401522928
26764,26764,SIG,32443,"[-73.9362636982026, 40.6735606068308]","[-73.936263, 40.6735599999998]",0.293919959519702
26765,26765,SIG,32352,"[-73.9388951857271, 40.6745987337086]","[-73.938894, 40.6745989999998]",0.342914967328416
26766,26766,SIG,32348,"[-73.9388414979788, 40.6754921512026]","[-73.938841, 40.6754979999998]",2.13535662427252
26767,26767,SIG,34247,"[-73.9387678382394, 40.6762724091488]","[-73.938766, 40.6762729999998]",0.553467548283954
26768,26768,SIG,33665,"[-73.9386949141824, 40.6770508195107]","[-73.938693, 40.6770499999999]",0.609139917003365
26770,26770,SIG,32376,"[-73.9360784084165, 40.6753344459354]","[-73.936078, 40.6753329999998]",0.53883936966401
26772,26772,SIG,34823,"[-73.9385081884704, 40.679034319703]","[-73.938491, 40.6790379999998]",4.95249512879175
26773,26773,SIG,32349,"[-73.9384361324688, 40.6797858506478]","[-73.938435, 40.6797869999998]",0.523457908657846
26774,26774,SIG,30514,"[-73.9373976365064, 40.6797298996646]","[-73.937397, 40.6797309999998]",0.438036382421153
26776,26776,SIG,30576,"[-73.9379322129952, 40.6824273469943]","[-73.937931, 40.6824269999998]",0.35939742914639
26778,26778,SIG,30495,"[-73.9376424338304, 40.6809630080295]","[-73.937644, 40.6809639999998]",0.565074832138687
26779,26779,SIG,30574,"[-73.9377880157862, 40.6816943315277]","[-73.937788, 40.6816939999998]",0.120864523811397
26780,26780,SIG,33474,"[-73.938223258483, 40.683893297559]","[-73.938222, 40.6838929999998]",0.365485700821875
26781,26781,SIG,30553,"[-73.938368165008, 40.6846256021508]","[-73.938369, 40.6846259999998]",0.273202331735995
26782,26782,SIG,30598,"[-73.938519295465, 40.6853545157806]","[-73.938513, 40.6853589999998]",2.39114561996107
26783,26783,SIG,30541,"[-73.9380769581977, 40.6831609028158]","[-73.938078, 40.6831599999998]",0.437811339642671
26784,26784,SIG,30524,"[-73.9389507434791, 40.6875564098857]","[-73.938951, 40.6875569999998]",0.226460420454453
26785,26785,SIG,30582,"[-73.9386590509318, 40.6860903894566]","[-73.93866, 40.6860909999998]",0.344616044754351
26786,26786,SIG,30585,"[-73.9388045684549, 40.686824745891]","[-73.938803, 40.6868239999998]",0.512896617763859
26787,26787,SIG,30519,"[-73.9360267637925, 40.6878916136426]","[-73.936026, 40.6878909999998]",0.307980238200967
26789,26789,SIG,34601,"[-73.9343918166961, 40.6618637875802]","[-73.934398, 40.6618639999998]",1.71723714080068
26790,26790,SIG,32784,"[-73.9344677464231, 40.6625752127562]","[-73.934468, 40.6625749999998]",0.104678626810966
26795,26795,SIG,32685,"[-73.934391277076, 40.6636027312949]","[-73.934391, 40.6636039999998]",0.468573163715474
26796,26796,SIG,32740,"[-73.9343063050634, 40.6644956167292]","[-73.934307, 40.6644959999998]",0.238051000379321
26797,26797,SIG,32647,"[-73.9342242624156, 40.6653777425156]","[-73.934224, 40.6653769999998]",0.280144055279172
26798,26798,SIG,32629,"[-73.9341382173174, 40.6662761111711]","[-73.93414, 40.6662769999998]",0.591139834585775
26799,26799,SIG,32764,"[-73.9340576146159, 40.6671674398528]","[-73.934056, 40.6671659999998]",0.68979550075486
26800,26800,SIG,33714,"[-73.9339816817032, 40.6679758443609]","[-73.933983, 40.6679759999998]",0.370083848703134
26801,26801,SIG,32680,"[-73.9338877370084, 40.6689504456876]","[-73.933888, 40.6689499999998]",0.17801357977983
26802,26802,SIG,34892,"[-73.933798305068, 40.6698904777266]","[-73.933803, 40.6698929999999]",1.59395587656028
26803,26803,SIG,32449,"[-73.9337250112349, 40.6707337720005]","[-73.933721, 40.6707339999998]",1.11582301169509
26804,26804,SIG,33944,"[-73.9336349050198, 40.6716264335116]","[-73.933633, 40.6716259999998]",0.55154776489886
26805,26805,SIG,32438,"[-73.9335535709081, 40.6725145018931]","[-73.933553, 40.6725159999998]",0.568314188439435
26808,26808,SIG,32396,"[-73.9359960544028, 40.6761201805445]","[-73.935998, 40.6761209999998]",0.616746700285959
26809,26809,SIG,32435,"[-73.9359233969845, 40.6768953393717]","[-73.935925, 40.6768949999998]",0.461510409599514
26810,26810,SIG,32375,"[-73.9332980512029, 40.6751900369404]","[-73.933298, 40.6751889999998]",0.378054009156112
26811,26811,SIG,32395,"[-73.9332259399137, 40.6759682832518]","[-73.933225, 40.6759679999998]",0.280395028755136
26812,26812,SIG,32345,"[-73.9331534723256, 40.6767451244354]","[-73.933152, 40.6767449999998]",0.410898717946691
26814,26814,SIG,33176,"[-73.9355988599987, 40.6788779206173]","[-73.935599, 40.6788889999998]",4.03672465819046
26817,26818,SIG,30504,"[-73.9348721081207, 40.6795930874923]","[-73.934823, 40.6795879999998]",13.7464430709456
26824,26824,SIG,30512,"[-73.9328969674861, 40.6794848093307]","[-73.932897, 40.6794839999998]",0.295000425612868
26827,26827,SIG,30490,"[-73.9347144104508, 40.6812973839128]","[-73.934713, 40.6812969999998]",0.415453679184194
26828,26828,SIG,30564,"[-73.9348625722346, 40.682030567623]","[-73.934863, 40.6820299999998]",0.238417837500981
26830,26830,SIG,33580,"[-73.9352996477201, 40.6842294835757]","[-73.935301, 40.6842289999998]",0.414369567407402
26831,26831,SIG,30549,"[-73.9354438707653, 40.6849633214259]","[-73.935445, 40.6849639999998]",0.399005176578231
26832,26832,SIG,33290,"[-73.9350082164763, 40.6827637676629]","[-73.935007, 40.6827629999998]",0.438241749458715
26833,26833,SIG,30535,"[-73.9351547296106, 40.6834971840635]","[-73.935154, 40.6834979999998]",0.359607306447476
